symbol;currency_base;currency_quote
"NANO/DOGE";"Nano";"Dogecoin"
"NANO/ETH";"Nano";"Ethereum"
"NANO/EUR";"Nano";"Euro"
"NANO/USD";"Nano";"US Dollar"
"NANOX/BTC";"Project-X";"Bitcoin"
"NANOX/USD";"Project-X";"US Dollar"
"NAS/BTC";"Nebulas";"Bitcoin"
"NAS/ETH";"Nebulas";"Ethereum"
"NAS/USD";"Nebulas";"US Dollar"
"NAV/BTC";"NAV Coin";"Bitcoin"
"NAV/USD";"NavCoin";"US Dollar"
"NBIT/USD";"netBit";"US Dollar"
"NBR/BTC";"Niobio Cash";"Bitcoin"
"NBR/USD";"Niobio Cash";"US Dollar"
"NCASH/BTC";"Nucleus Vision";"Bitcoin"
"NCASH/ETH";"Nucleus Vision";"Ethereum"
"NCASH/USD";"Nucleus Vision";"US Dollar"
"NEAR/BTC";"NEAR Protocol";"Bitcoin"
"NEAR/CAD";"NEAR Protocol";"Canadian Dollar"
"NEAR/INR";"NEAR Protocol";"Indian Rupee"
"NEAR/USD";"NEAR Protocol";"US Dollar"
"NEBL/BTC";"Neblio";"Bitcoin"
"NEBL/ETH";"Neblio";"Ethereum"
"NEBL/USD";"Neblio";"US Dollar"
"NEC/USD";"Nectar";"US Dollar"
"NEO/AUD";"NEO";"Australian Dollar"
"NEO/BNB";"NEO";"Binance Coin"
"NEO/BTC";"Neo";"Bitcoin"
"NEO/CAD";"NEO";"Canadian Dollar"
"NEO/CNY";"NEO";"Chinese Yuan"
"NEO/EOS";"NEO";"EOS"
"NEO/ETH";"NEO";"Ethereum"
"NEO/EUR";"Neo Euro";"Euro"
"NEO/GBP";"Neo British Pound";"British Pound"
"NEOG/USD";"NEO GOLD";"US Dollar"
"NEO/HKD";"NEO";"Hong Kong Dollar"
"NEO/ILS";"NEO";"Israeli Shekel"
"NEO/INR";"NEO";"Indian Rupee"
"NEO/JPY";"NEO";"Japanese Yen"
"NEO/KCS";"NEO";"KuCoin Shares"
"NEO/KRW";"NEO";"Korean Won"
"NEO/MXN";"NEO";"Mexican Peso"
"NEO/MYR";"NEO";"Malaysian Ringgit"
"NEO/PLN";"NEO";"Polish Zloty"
"NEO/RUB";"NEO";"Russian Ruble"
"NEO/SAR";"NEO";"Saudi Riyal"
"NEO/SEK";"NEO";"Swedish Krona"
"NEOS/USD";"NeosCoin";"US Dollar"
"NEO/THB";"NEO";"Thai Baht"
"NEO/TRY";"Neo";"Turkish Lira"
"NEO/USD";"NEO";"US Dollar"
"NEO/VND";"NEO";"Vietnamese Dong"
"NEO/ZAR";"NEO";"South African Rand"
"NETKO/BTC";"Netko";"Bitcoin"
"NETKO/USD";"Netko";"US Dollar"
"NET/USD";"NetCoin";"US Dollar"
"NEU/BTC";"Neumark";"Bitcoin"
"NEU/ETH";"Neumark";"Ethereum"
"NEU/PLN";"Neumark";"Polish Zloty"
"NEU/USD";"Neumark";"US Dollar"
"NEVA/BTC";"NevaCoin";"Bitcoin"
"NEVA/USD";"NevaCoin";"US Dollar"
"NEWB/USD";"Newbium";"US Dollar"
"NEXO/BTC";"Nexo";"Bitcoin"
"NEXO/ETH";"Nexo";"Ethereum"
"NEXO/USD";"Nexo";"US Dollar"
"NEXO/XRP";"Nexo";"XRP"
"NFT/USD";"APENFT";"US Dollar"
"NGC/BTC";"NAGA";"Bitcoin"
"NGC/ETH";"NAGA";"Ethereum"
"NGC/USD";"NAGA";"US Dollar"
"NICASH/ETH";"Nicash";"Ethereum"
"NICASH/USD";"Nicash";"US Dollar"
"NIM/BTC";"Nimiq";"Bitcoin"
"NIM/ETH";"Nimiq";"Ethereum"
"NIM/USD";"Nimiq";"US Dollar"
"NKA/USD";"IncaKoin";"US Dollar"
"NKN/USD";"NKN";"US Dollar"
"NLC2/BTC";"NoLimitCoin";"Bitcoin"
"NLC2/USD";"NoLimitCoin";"US Dollar"
"NLG/BTC";"Gulden";"Bitcoin"
"NLG/USD";"Gulden";"US Dollar"
"NMC/BTC";"Namecoin";"Bitcoin"
"NMC/USD";"Namecoin";"US Dollar"
"NMR/BTC";"Numeraire";"Bitcoin"
"NMR/USD";"Numeraire";"US Dollar"
"NMS/USD";"Numus";"US Dollar"
"NOAH/ETH";"Noah Coin";"Ethereum"
"NOAH/USD";"Noah Coin";"US Dollar"
"NOBL/USD";"NobleCoin";"US Dollar"
"NODC/USD";"NodeCoin";"US Dollar"
"NOTE/BTC";"DNotes";"Bitcoin"
"NOTE/ETH";"DNotes";"Ethereum"
"NOTE/USD";"DNotes";"US Dollar"
"NPW/USD";"New Power Coin";"US Dollar"
"NPXS/BTC";"Pundi X";"Bitcoin"
"NPXS/ETH";"Pundi X[old]";"Ethereum"
"NPXS/USD";"Pundi X";"US Dollar"
"NRG/BTC";"Energi";"Bitcoin"
"NRG/USD";"Energi";"US Dollar"
"NRO/USD";"Neuro";"US Dollar"
"NSD/BTC";"Nasdacoin";"Bitcoin"
"NSD/ETH";"Nasdacoin";"Ethereum"
"NSD/USD";"Nasdacoin";"US Dollar"
"NTC/USD";"Natcoin";"US Dollar"
"NTK/BTC";"Neurotoken";"Bitcoin"
"NTK/ETH";"Neurotoken";"Ethereum"
"NTK/USD";"Neurotoken";"US Dollar"
"NTO/USD";"Fujinto";"US Dollar"
"NTRN/BTC";"Neutron";"Bitcoin"
"NTRN/USD";"Neutron";"US Dollar"
"NTWK/USD";"Network Token";"US Dollar"
"NU/EUR";"NuCypher";"Euro"
"NULS/BTC";"Nuls";"Bitcoin"
"NULS/ETH";"Nuls";"Ethereum"
"NULS/USD";"NULS";"US Dollar"
"NU/USD";"NuCypher";"US Dollar"
"NVC/BTC";"Novacoin";"Bitcoin"
"NVC/USD";"Novacoin";"US Dollar"
"NXC/USD";"Nexium";"US Dollar"
"NXS/BTC";"Nexus";"Bitcoin"
"NXS/USD";"Nexus";"US Dollar"
"NXT/BTC";"Nxt";"Bitcoin"
"NXT/ETH";"Nxt";"Ethereum"
"NXT/USD";"Nxt";"US Dollar"
"NYAN/USD";"Nyancoin";"US Dollar"
"NYC/USD";"NewYorkCoin";"US Dollar"
"OAX/BTC";"OAX";"Bitcoin"
"OAX/ETH";"OAX";"Ethereum"
"OAX/USD";"OAX";"US Dollar"
"OBITS/BTC";"OBITS";"Bitcoin"
"OBITS/USD";"OBITS";"US Dollar"
"OCEANp/BTC";"Ocean Protocol";"Bitcoin"
"OCEANp/USD";"Ocean Protocol";"US Dollar"
"OCN/BITCNY";"Odyssey";"bitCNY"
"OCN/BTC";"Odyssey";"Bitcoin"
"OCN/ETH";"Odyssey";"Ethereum"
"OCN/USD";"Odyssey";"US Dollar"
"OCOW/USD";"OCOW";"US Dollar"
"OCT/ETH";"OracleChain";"Ethereum"
"OCT/USD";"OracleChain";"US Dollar"
"ODE/USD";"ODEM";"US Dollar"
"ODN/USD";"Obsidian";"US Dollar"
"OGN/BTC";"Origin Protocol";"Bitcoin"
"OGN/USD";"Origin Protocol";"US Dollar"
"OKB/BTC";"OKB";"Bitcoin"
"OK/BTC";"OKCash";"Bitcoin"
"OKB/USD";"OKB";"US Dollar"
"OK/USD";"OKCash";"US Dollar"
"OLT/BTC";"OneLedger";"Bitcoin"
"OLT/ETH";"OneLedger";"Ethereum"
"OLT/USD";"OneLedger";"US Dollar"
"OMC/BTC";"Omicron";"Bitcoin"
"OMC/USD";"Omicron";"US Dollar"
"OMG/AUD";"OmiseGO";"Australian Dollar"
"OMG/BTC";"OmiseGO";"Bitcoin"
"OMG/ETH";"OmiseGO";"Ethereum"
"OMG/EUR";"OMG Network";"Euro"
"OMG/INR";"OmiseGO";"Indian Rupee"
"OMG/KRW";"OmiseGO";"Korean Won"
"OMG/THB";"OmiseGO";"Thai Baht"
"OMG/TRY";"OMG Network";"Turkish Lira"
"OMG/USD";"OmiseGO";"US Dollar"
"OMNI/USD";"Omni";"US Dollar"
"ONE/BNB";"Harmony";"Binance Coin"
"ONE/BTC";"Harmony";"Bitcoin"
"ONE/USD";"Harmony";"US Dollar"
"ONION/BTC";"DeepOnion";"Bitcoin"
"ONION/USD";"DeepOnion";"US Dollar"
"ONT/BTC";"Ontology";"Bitcoin"
"ONT/ETH";"Ontology";"Ethereum"
"ONT/TRY";"Ontology";"Turkish Lira"
"ONT/USD";"Ontology";"US Dollar"
"ONX/USD";"Onix";"US Dollar"
"OPAL/BTC";"Opal";"Bitcoin"
"OPAL/USD";"Opal";"US Dollar"
"OP/BTC";"Operand";"Bitcoin"
"OPCT/BTC";"Opacity";"Bitcoin"
"OPCT/ETH";"Opacity";"Ethereum"
"OPCT/USD";"Opacity";"US Dollar"
"OPC/USD";"OP Coin";"US Dollar"
"OPES/BTC";"Opescoin";"Bitcoin"
"OPES/USD";"Opescoin";"US Dollar"
"OPm/BTC";"Optimism";"Bitcoin"
"OPm/CAD";"Optimism";"Canadian Dollar"
"OPm/USD";"Optimism";"US Dollar"
"OPT/BTC";"Opus";"Bitcoin"
"OPTI/BTC";"OptiToken";"Bitcoin"
"OPTI/USD";"OptiToken";"US Dollar"
"OPT/USD";"Opus";"US Dollar"
"OP/USD";"Operand";"US Dollar"
"ORB/BTC";"Orbitcoin";"Bitcoin"
"ORB/USD";"Orbitcoin";"US Dollar"
"ORLY/BTC";"Orlycoin";"Bitcoin"
"ORLY/USD";"Orlycoin";"US Dollar"
"ORMEUS/BTC";"Ormeus Coin";"Bitcoin"
"ORMEUS/USD";"Ormeus Coin";"US Dollar"
"OS76/USD";"OsmiumCoin";"US Dollar"
"OSMO/USD";"Osmosis";"US Dollar"
"OST/USD";"Simple Token";"US Dollar"
"OTN/BTC";"Open Trading Network";"Bitcoin"
"OTN/USD";"Open Trading Network";"US Dollar"
"OXT/BTC";"Orchid";"Bitcoin"
"OXT/EUR";"Orchid";"Euro"
"OXT/USD";"Orchid";"US Dollar"
"P7C/USD";"P7Coin";"US Dollar"
"PAC/BTC";"PAC Global";"Bitcoin"
"PAC/DOGE";"PAC Global";"Dogecoin"
"PAC/LTC";"PAC Global";"Litecoin"
"PAC/USD";"PAC Global";"US Dollar"
"PAIp/BTC";"Project Pai";"Bitcoin"
"PAIp/ETH";"Project Pai";"Ethereum"
"PAIp/USD";"Project Pai";"US Dollar"
"PAK/BTC";"Pakcoin";"Bitcoin"
"PAK/USD";"Pakcoin";"US Dollar"
"PART/BTC";"Particl";"Bitcoin"
"PART/USD";"Particl";"US Dollar"
"PASC/BTC";"Pascal";"Bitcoin"
"PASC/USD";"Pascal Coin";"US Dollar"
"PASL/USD";"Pascal Lite";"US Dollar"
"PAX/BTC";"Paxos Standard Token";"Bitcoin"
"PAXG/BTC";"PAX Gold";"Bitcoin"
"PAXG/CAD";"PAX Gold";"Canadian Dollar"
"PAXG/USD";"PAX Gold";"US Dollar"
"PAX/USD";"Pax Dollar";"US Dollar"
"PAY/BTC";"TenX";"Bitcoin"
"PAY/ETH";"TenX";"Ethereum"
"PAYP/USD";"PayPeer";"US Dollar"
"PAY/USD";"TenX";"US Dollar"
"PAYX/BTC";"Paypex";"Bitcoin"
"PAYX/ETH";"Paypex";"Ethereum"
"PAYX/USD";"Paypex";"US Dollar"
"PBT/BTC";"Primalbase Token";"Bitcoin"
"PBT/USD";"Primalbase Token";"US Dollar"
"PCL/BTC";"Peculium";"Bitcoin"
"PCL/ETH";"Peculium";"Ethereum"
"PCN/DOGE";"PeepCoin";"Dogecoin"
"PCN/USD";"PeepCoin";"US Dollar"
"PCOIN/USD";"Pioneer Coin";"US Dollar"
"PCS/USD";"Pabyosi Coin (Special)";"US Dollar"
"PDC/USD";"Project Decorum";"US Dollar"
"pDOTn/BTC";"Polkadot";"Bitcoin"
"pDOTn/CAD";"Polkadot";"Canadian Dollar"
"pDOTn/EUR";"Polkadot";"Euro"
"pDOTn/GBP";"Polkadot";"British Pound"
"pDOTn/INR";"Polkadot";"Indian Rupee"
"pDOTn/TRY";"Polkadot";"Turkish Lira"
"pDOTn/USD";"Polkadot";"US Dollar"
"PENG/USD";"Penguin Coin";"US Dollar"
"PEOPLE/BTC";"ConstitutionDAO";"Bitcoin"
"PEOPLE/USD";"ConstitutionDAO";"US Dollar"
"PEPE/USD";"Pepe";"US Dollar"
"PERP/BTC";"Perpetual Protocol";"Bitcoin"
"PERP/USD";"Perpetual Protocol";"US Dollar"
"PEX/BTC";"PosEx";"Bitcoin"
"PEXT/DOGE";"Prime-Ex Perpetual";"Dogecoin"
"PEXT/ETH";"Prime-Ex Perpetual";"Ethereum"
"PEXT/RUB";"Prime-Ex Perpetual";"Russian Ruble"
"PEXT/USD";"Prime-Ex Perpetual";"US Dollar"
"PEXT/WAVES";"Prime-Ex Perpetual";"Waves"
"PEX/USD";"PosEx";"US Dollar"
"PGL/USD";"Prospectors Gold";"US Dollar"
"Phantomx/USD";"Phantomx";"US Dollar"
"PHB/BTC";"Red Pulse Phoenix";"Bitcoin"
"PHO/LTC";"Photon";"Litecoin"
"PHO/USD";"Photon";"US Dollar"
"PHR/BTC";"Phore";"Bitcoin"
"PHR/USD";"Phore";"US Dollar"
"PHX/BTC";"Red Pulse Phoenix";"Bitcoin"
"PHX/ETH";"Phoenix Global";"Ethereum"
"PHX/EUR";"Red Pulse Phoenix";"Euro"
"PHX/USD";"Red Pulse Phoenix";"US Dollar"
"PIE/USD";"PIECoin";"US Dollar"
"PIGGY/USD";"Piggycoin";"US Dollar"
"PING/BTC";"CryptoPing";"Bitcoin"
"PING/USD";"CryptoPing";"US Dollar"
"PINK/BTC";"Pinkcoin";"Bitcoin"
"PINK/USD";"Pinkcoin";"US Dollar"
"PIRL/USD";"Pirl";"US Dollar"
"PI/USD";"Plian";"US Dollar"
"PIVX/BTC";"PIVX";"Bitcoin"
"PIVX/ETH";"PIVX";"Ethereum"
"PIVX/USD";"PIVX";"US Dollar"
"PIX/USD";"Lampix";"US Dollar"
"PKB/BTC";"ParkByte";"Bitcoin"
"PKB/USD";"ParkByte";"US Dollar"
"PKT/BTC";"Playkey";"Bitcoin"
"PKT/ETH";"Playkey";"Ethereum"
"PKT/USD";"Playkey";"US Dollar"
"PLACO/USD";"PlayerCoin";"US Dollar"
"PLBT/BTC";"Polybius";"Bitcoin"
"PLBT/USD";"Polybius";"US Dollar"
"PLC/USD";"PlusCoin";"US Dollar"
"PLNC/BTC";"PLNcoin";"Bitcoin"
"PLNC/USD";"PLNcoin";"US Dollar"
"PLR/BTC";"Pillar";"Bitcoin"
"PLR/ETH";"Pillar";"Ethereum"
"PLR/USD";"Pillar";"US Dollar"
"PLTC/USD";"PlatonCoin";"US Dollar"
"Pluton/USD";"Pluton";"US Dollar"
"PMA/BTC";"PumaPay";"Bitcoin"
"PMA/ETH";"PumaPay";"Ethereum"
"PMA/USD";"PumaPay";"US Dollar"
"PMNT/USD";"Paymon";"US Dollar"
"PND/ETH";"Pandacoin";"Ethereum"
"PND/USD";"Pandacoin";"US Dollar"
"PNK/ETH";"Kleros";"Ethereum"
"PNK/USD";"Kleros";"US Dollar"
"POA/BTC";"POA Network";"Bitcoin"
"POA/ETH";"POA";"Ethereum"
"POA/USD";"POA Network";"US Dollar"
"POE/BTC";"Po.et";"Bitcoin"
"POE/ETH";"Po.et";"Ethereum"
"POE/USD";"Po.et";"US Dollar"
"POKE/USD";"PokeCoin";"US Dollar"
"POLIS/USD";"Star Atlas DAO";"US Dollar"
"POLS/BTC";"Polkastarter";"Bitcoin"
"POLS/USD";"Polkastarter";"US Dollar"
"POLY/BTC";"Polymath";"Bitcoin"
"POLY/ETH";"Polymath";"Ethereum"
"POLY/KRW";"Polymath";"Korean Won"
"POLY/USD";"Polymath";"US Dollar"
"POND/BTC";"Marlin";"Bitcoin"
"POND/USD";"Marlin";"US Dollar"
"PONZI/BTC";"PonziCoin";"Bitcoin"
"PONZI/USD";"PonziCoin";"US Dollar"
"POP/ETH";"PopularCoin";"Ethereum"
"POP/USD";"PopularCoin";"US Dollar"
"PORTO/BTC";"FC Porto Fan Token";"Bitcoin"
"PORTO/EUR";"FC Porto Fan Token";"Euro"
"PORTO/TRY";"FC Porto Fan Token";"Turkish Lira"
"PORTO/USD";"FC Porto Fan Token";"US Dollar"
"POST/BTC";"PostCoin";"Bitcoin"
"POST/USD";"PostCoin";"US Dollar"
"POS/USD";"PoSToken";"US Dollar"
"POSW/BTC";"PoSW Coin";"Bitcoin"
"POSW/USD";"PoSW Coin";"US Dollar"
"POT/BTC";"PotCoin";"Bitcoin"
"POT/USD";"PotCoin";"US Dollar"
"POWR/AUD";"Power Ledger";"Australian Dollar"
"POWR/BTC";"Power Ledger";"Bitcoin"
"POWR/ETH";"Power Ledger";"Ethereum"
"POWR/KRW";"Power Ledger";"Korean Won"
"POWR/USD";"Power Ledger";"US Dollar"
"PPC/BTC";"Peercoin";"Bitcoin"
"PPC/USD";"Peercoin";"US Dollar"
"PPP/BTC";"PayPie";"Bitcoin"
"PPP/USD";"PayPie";"US Dollar"
"PPT/BTC";"Populous";"Bitcoin"
"PPT/ETH";"Populous";"Ethereum"
"PPT/EUR";"Populous";"Euro"
"PPT/USD";"Populous";"US Dollar"
"PRE/BTC";"Presearch";"Bitcoin"
"PRE/ETH";"Presearch";"Ethereum"
"PRES/BTC";"President Trump";"Bitcoin"
"PRES/USD";"President Trump";"US Dollar"
"PRE/USD";"Presearch";"US Dollar"
"PRG/BTC";"Paragon";"Bitcoin"
"PRG/ETH";"Paragon";"Ethereum"
"PRG/USD";"Paragon";"US Dollar"
"PRIMU/USD";"Primulon";"US Dollar"
"PRIV/BTC";"PRiVCY";"Bitcoin"
"PRIV/USD";"PRiVCY";"US Dollar"
"PRIX/BTC";"Privatix";"Bitcoin"
"PRIX/USD";"Privatix";"US Dollar"
"PRM/USD";"PrismChain";"US Dollar"
"PRN/USD";"Protean";"US Dollar"
"PRO/BTC";"Propy";"Bitcoin"
"PRO/ETH";"Propy";"Ethereum"
"PROM/BTC";"Prometeus";"Binance USD"
"PROM/BUSD";"Prometeus";"Binance USD"
"PROM/USD";"Prometeus";"US Dollar"
"PRO/USD";"Propy";"US Dollar"
"PRS/BTC";"PressOne";"Bitcoin"
"PRS/ETH";"PressOne";"Ethereum"
"PRS/USD";"PressOne";"US Dollar"
"PRX/USD";"Printerium";"US Dollar"
"PST/BTC";"Primas";"Bitcoin"
"PST/ETH";"Primas";"Ethereum"
"PST/USD";"Primas";"US Dollar"
"PSY/BTC";"Psilocybin";"Bitcoin"
"PSY/USD";"Psilocybin";"US Dollar"
"PTD/BTC";"Peseta Digital";"Bitcoin"
"PTD/USD";"Peseta Digital";"US Dollar"
"PTOY/BTC";"Patientory";"Bitcoin"
"PTOY/ETH";"Patientory";"Ethereum"
"PTOY/USD";"Patientory";"US Dollar"
"PTT/ETH";"Proton Token";"Ethereum"
"PTT/USD";"Proton Token";"US Dollar"
"PULSE/BTC";"Pulse";"Bitcoin"
"PULSE/USD";"Pulse";"US Dollar"
"PURE/USD";"Pure";"US Dollar"
"PUT/USD";"PutinCoin";"US Dollar"
"PX/BTC";"PX";"Bitcoin"
"PXI/BTC";"Prime-XI";"Bitcoin"
"PXI/USD";"Prime-XI";"US Dollar"
"PX/USD";"PX";"US Dollar"
"PYR/BTC";"Vulcan Forged PYR";"Bitcoin"
"PYR/USD";"Vulcan Forged PYR";"US Dollar"
"PYTH/USD";"Pyth Network";"US Dollar"
"PZM/BTC";"PRIZM";"Bitcoin"
"PZM/ETH";"PRIZM";"Ethereum"
"PZM/RUB";"PRIZM";"Russian Ruble"
"PZM/USD";"PRIZM";"US Dollar"
"Q2C/USD";"QubitCoin";"US Dollar"
"QASH/AUD";"QASH";"Australian Dollar"
"QASH/BTC";"QASH";"Bitcoin"
"QASH/ETH";"QASH";"Ethereum"
"QASH/EUR";"QASH";"Euro"
"QASH/JPY";"QASH";"Japanese Yen"
"QASH/SGD";"QASH";"Singapore Dollar"
"QASH/USD";"QASH";"US Dollar"
"QAU/USD";"Quantum";"US Dollar"
"QBC/BTC";"Quebecoin";"Bitcoin"
"QBC/USD";"Quebecoin";"US Dollar"
"QBIT/USD";"Qubitica";"US Dollar"
"QBT/ETH";"Qbao";"Ethereum"
"QBT/USD";"Qbao";"US Dollar"
"QKC/BTC";"QuarkChain";"Bitcoin"
"QKC/ETH";"QuarkChain";"Ethereum"
"QKC/KRW";"QuarkChain";"Korean Won"
"QKC/USD";"QuarkChain";"US Dollar"
"QLC/BTC";"QLINK";"Bitcoin"
"QLC/ETH";"QLINK";"Ethereum"
"QLC/USD";"QLINK";"US Dollar"
"QNT/BTC";"Quant";"Bitcoin"
"QNT/ETH";"Quant";"Ethereum"
"QNT/USD";"Quant";"US Dollar"
"QRDO/ETH";"Qredo";"Ethereum"
"QRDO/USD";"Qredo";"US Dollar"
"QRK/USD";"Quark";"US Dollar"
"QRL/BTC";"Quantum Resistant Ledger ";"Bitcoin"
"QRL/USD";"Quantum Resistant Ledger";"US Dollar"
"QSP/BTC";"Quantstamp";"Bitcoin"
"QSP/ETH";"Quantstamp";"Ethereum"
"QSP/USD";"Quantstamp";"US Dollar"
"QTUM/AUD";"Qtum";"Australian Dollar"
"QTUM/BTC";"Qtum";"Bitcoin"
"QTUM/CAD";"Qtum";"Canadian Dollar"
"QTUM/CNY";"Qtum";"Chinese Yuan"
"QTUM/ETH";"Qtum";"Ethereum"
"QTUM/EUR";"Qtum";"Euro"
"QTUM/HKD";"Qtum";"Hong Kong Dollar"
"QTUM/ILS";"Qtum";"Israeli Shekel"
"QTUM/INR";"Qtum";"Indian Rupee"
"QTUM/JPY";"Qtum";"Japanese Yen"
"QTUM/KRW";"Qtum";"Korean Won"
"QTUM/MXN";"Qtum";"Mexican Peso"
"QTUM/MYR";"Qtum";"Malaysian Ringgit"
"QTUM/PLN";"Qtum";"Polish Zloty"
"QTUM/RUB";"Qtum";"Russian Ruble"
"QTUM/SAR";"Qtum";"Saudi Riyal"
"QTUM/SEK";"Qtum";"Swedish Krona"
"QTUM/TRY";"Qtum";"Turkish Lira"
"QTUM/USD";"Qtum";"US Dollar"
"QTUM/VND";"Qtum";"Vietnamese Dong"
"QTUM/ZAR";"Qtum";"South African Rand"
"QUAN/BTC";"Quantis Network";"Bitcoin"
"QUAN/USD";"Quantis Network";"US Dollar"
"QUICK/BTC";"QuickSwap";"Bitcoin"
"QUICK/USD";"QuickSwap";"US Dollar"
"QUN/BTC";"QunQun";"Bitcoin"
"QUN/USD";"QunQun";"US Dollar"
"QWARK/USD";"Qwark";"US Dollar"
"RACA/USD";"Radio Caca";"US Dollar"
"RADS/BTC";"Radium";"Bitcoin"
"RADS/USD";"Radium";"US Dollar"
"RAD/USD";"Radicle";"US Dollar"
"RAIN/USD";"Condensate";"US Dollar"
"RAY/USD";"Raydium";"US Dollar"
"RBIES/BTC";"Rubies";"Bitcoin"
"RBIES/USD";"Rubies";"US Dollar"
"RBN/USD";"Ribbon Finance";"US Dollar"
"RBT/BTC";"Rimbit";"Bitcoin"
"R/BTC";"Revain";"Bitcoin"
"RBTC/BTC";"RSK Smart Bitcoin";"Bitcoin"
"RBTC/USD";"RSK Smart Bitcoin";"US Dollar"
"RBT/USD";"Rimbit";"US Dollar"
"RBY/BTC";"Rubycoin";"Bitcoin"
"RBY/USD";"Rubycoin";"US Dollar"
"RCN/BTC";"Ripio Credit Network";"Bitcoin"
"RCN/ETH";"Ripio Credit Network";"Ethereum"
"RCN/USD";"Ripio Credit Network";"US Dollar"
"RC/USD";"RussiaCoin";"US Dollar"
"RDD/BTC";"ReddCoin";"Bitcoin"
"RDD/USD";"ReddCoin";"US Dollar"
"RDN/BTC";"Raiden Network Token";"Bitcoin"
"RDN/ETH";"Raiden Network Token";"Ethereum"
"RDNT/USD";"Radiant Capital";"US Dollar"
"RDN/USD";"Raiden Network Token";"US Dollar"
"REAL/BNT";"REAL";"Bancor"
"REAL/USD";"REAL";"US Dollar"
"REC/BTC";"Regalcoin";"Bitcoin"
"REC/USD";"Regalcoin";"US Dollar"
"RED/USD";"RedCoin";"US Dollar"
"REEC/USD";"Renewable Electronic Energy Coin";"US Dollar"
"REEF/BTC";"Reef";"Bitcoin"
"REEF/TRY";"Reef";"Turkish Lira"
"REEF/USD";"Reef";"US Dollar"
"REGA/USD";"Regacoin";"US Dollar"
"REM/BTC";"Remme";"Bitcoin"
"REM/ETH";"Remme";"Ethereum"
"REM/USD";"Remme";"US Dollar"
"REN/BTC";"Ren";"Bitcoin"
"RENBTC/BTC";"renBTC";"Bitcoin"
"RENBTC/USD";"renBTC";"US Dollar"
"REN/ETH";"Ren";"Ethereum"
"REN/USD";"Ren";"US Dollar"
"REOSC/USD";"REOSC";"US Dollar"
"REP/BTC";"Augur";"Bitcoin"
"REP/ETH";"Augur";"Ethereum"
"REP/EUR";"Augur";"Euro"
"REP/KRW";"Augur";"Korean Won"
"REP/USD";"Augur";"US Dollar"
"REQ/BTC";"Request";"Bitcoin"
"REQ/ETH";"Request";"Ethereum"
"REQ/USD";"Request";"US Dollar"
"REVa/BTC";"Revain";"Bitcoin"
"REVa/USD";"Revain";"US Dollar"
"RFR/BTC";"Refereum";"Bitcoin"
"RFR/ETH";"Refereum";"Ethereum"
"RFR/KRW";"Refereum";"Korean Won"
"RFR/USD";"Refereum";"US Dollar"
"RGT/USD";"Rari Governance Token";"US Dollar"
"RHOC/ETH";"RChain";"Ethereum"
"RHOC/USD";"RChain";"US Dollar"
"RICHX/BTC";"RichCoin";"Bitcoin"
"RICHX/USD";"RichCoin";"US Dollar"
"RIC/USD";"Riecoin";"US Dollar"
"RIDE/BTC";"Ride My Car";"Bitcoin"
"RIDE/USD";"Ride My Car";"US Dollar"
"RIDE/WAVES";"Ride My Car";"Waves"
"RIF/USD";"Rootstock Infrastructure Framework";"US Dollar"
"RISE/BTC";"Rise";"Bitcoin"
"RISE/USD";"Rise";"US Dollar"
"RIYA/USD";"Etheriya";"US Dollar"
"RKC/USD";"Royal Kingdom Coin";"US Dollar"
"RLC/BTC";"iExec RLC";"Bitcoin"
"RLC/ETH";"iExec RLC";"Ethereum"
"RLC/USD";"iExec RLC";"US Dollar"
"RLT/BTC";"RouletteToken";"Bitcoin"
"RLT/USD";"RouletteToken";"US Dollar"
"RLY/KRW";"Rally";"Korean Won"
"RLY/USD";"Rally";"US Dollar"
"RMC/USD";"Russian Miner Coin";"US Dollar"
"RMRK/USD";"RMRK";"US Dollar"
"RMT/USD";"SureRemit";"US Dollar"
"RNDR/BTC";"Render Token";"Bitcoin"
"RNDR/USD";"Render Token";"US Dollar"
"RNS/USD";"Renos";"US Dollar"
"RNTB/USD";"BitRent";"US Dollar"
"RNT/USD";"OneRoot Network";"US Dollar"
"ROC/USD";"Rasputin Online Coin";"US Dollar"
"RONc/BTC";"RON";"Bitcoin"
"ROOBEE/BTC";"ROOBEE";"Bitcoin"
"ROOBEE/USD";"ROOBEE";"US Dollar"
"ROOFS/USD";"Roofs";"US Dollar"
"ROSE/BTC";"Oasis Network";"Bitcoin"
"ROSE/USD";"Oasis Network";"US Dollar"
"ROYAL/BTC";"RoyalCoin";"Bitcoin"
"ROYAL/USD";"RoyalCoin";"US Dollar"
"RPC/BTC";"RonPaulCoin";"Bitcoin"
"RPC/USD";"RonPaulCoin";"US Dollar"
"RPL/USD";"Rocket Pool";"US Dollar"
"RSGP/BTC";"RSGPcoin";"Bitcoin"
"RSGP/USD";"RSGPcoin";"US Dollar"
"RSR/BTC";"Reserve Rights";"Bitcoin"
"RSR/USD";"Reserve Rights";"US Dollar"
"RSV/USD";"Reserve";"US Dollar"
"RUBIT/BTC";"RubleBit";"Bitcoin"
"RUBIT/USD";"RubleBit";"US Dollar"
"RUFF/BTC";"Ruff";"Bitcoin"
"RUFF/ETH";"Ruff";"Ethereum"
"RUFF/USD";"Ruff";"US Dollar"
